source	target	note	status
敵単体に金紋タイプのスキル威力<dsg_pow>の物理攻撃。防御が高いほど威力増加。自身の防御<daeg_pow:1>%増加。「Watch OUT!+」のクールタイム<daeg_pow:2>減少。	对敌方单体造成金纹Type技能威力<dsg_pow>的物理攻击。防御越高威力越增加。自身防御<daeg_pow:1>%增加。「小心！+」的冷却时间(CT)<daeg_pow:2>减少。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。防御が高いほど威力増加。対象の攻撃<daeg_pow:1>%減少。自身のスキルのクールタイム<daeg_pow:2>減少。	对敌方单体造成金纹Type技能威力<dsg_pow>的物理攻击。暴击率补正。防御越高威力越增加。目标攻击<daeg_pow:1>%减少。自身技能冷却时间(CT)<daeg_pow:2>减少。	新字典	done
敵単体に防御無視の金紋タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。幸運が高いほど威力増加。自身の攻撃<daeg_pow:1>%増加/再生付与。「Jump for Joy!+」のクールタイム<daeg_pow:3>減少。	对敌方单体造成防御无视的金纹Type技能威力<dsg_pow>的物理攻击。暴击率补正。幸运越高威力越增加。自身攻击<daeg_pow:1>%增加/赋予再生。「欢呼雀跃！+」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵単体に防御無視の金紋タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。対象の種族が天使かスライムの場合、威力が<daeg_pow:2>%に増加。味方前衛にバリアー付与。「Break a leg!+」のクールタイム<daeg_pow:3>減少。	对敌方单体造成防御无视的金纹Type技能威力<dsg_pow>的物理攻击。暴击率补正。目标种族为天使或史莱姆时，威力增加<daeg_pow:2>%。赋予己方前卫屏障。「祝你好运！+」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
自身のHPを減らして、敵全体に金紋タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率とクリティカル率に補正。対象の種族が天使か浮遊の場合、威力が<daeg_pow:2>%に増加。味方全体に確率で力溜め付与。「Stick with It!」「Stick with It!+」のクールタイム<daeg_pow:4>減少。	减少自身HP，对敌方全体造成金纹Type技能威力<dsg_pow>的远隔物理攻击。命中率和暴击率补正。目标种族为天使或浮游时，威力增加<daeg_pow:2>%。概率赋予己方全体蓄力。「坚持下去！」「坚持下去！+」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵単体に防御無視の金紋タイプのスキル威力<dsg_pow>の物理攻撃。防御が高いほど威力増加。自身の防御<daeg_pow:1>%増加/鋼壁付与。味方後衛の防御と魔力<daeg_pow:5>%増加。「Watch OUT!+」「Watch OUT!++」のクールタイム<daeg_pow:2>減少。	对敌方单体造成防御无视的金纹Type技能威力<dsg_pow>的物理攻击。防御越高威力越增加。自身防御<daeg_pow:1>%增加/赋予钢壁。己方后卫防御和魔力<daeg_pow:5>%增加。「小心！+」「小心！++」的冷却时间(CT)<daeg_pow:2>减少。	新字典	done
自身のHPを減らして、敵単体に防御無視の金紋タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。自身の攻撃と防御と幸運<daeg_pow:2>%増加。スキルのクールタイム<daeg_pow:5>減少。	减少自身HP，对敌方单体造成防御无视的金纹Type技能威力<dsg_pow>的物理攻击。命中率补正。自身攻击、防御和幸运<daeg_pow:2>%增加。技能冷却时间(CT)<daeg_pow:5>减少。	新字典	done
敵単体に防御無視の金紋タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。幸運が高いほど威力増加。通常攻撃以外の攻撃スキル・萌技に続けて使用時、威力が<daeg_pow:1>%に増加。自身の幸運<daeg_pow:2>%増加/闘気充填付与。味方全体の幸運<daeg_pow:4>%増加。「Grab a Victory!」のクールタイム<daeg_pow:5>減少。	对敌方单体造成防御无视的金纹Type技能威力<dsg_pow>的物理攻击。暴击率补正。幸运越高威力越增加。在除通常攻击以外的攻击技能或萌技之后使用时，威力增加<daeg_pow:1>%。自身幸运<daeg_pow:2>%增加/赋予斗气充填。己方全体幸运<daeg_pow:4>%增加。「夺取胜利！」的冷却时间(CT)<daeg_pow:5>减少。	新字典	done
自身のHPを減らして、敵単体に防御無視の金紋タイプのスキル威力<dsg_pow>の物理攻撃。命中率とクリティカル率に補正。通常攻撃以外の攻撃スキル・萌技に続けて使用時、威力が<daeg_pow:2>%に増加。自身の攻撃と防御と幸運<daeg_pow:3>%増加。スキルのクールタイム<daeg_pow:6>減少。	减少自身HP，对敌方单体造成防御无视的金纹Type技能威力<dsg_pow>的物理攻击。命中率和暴击率补正。在除通常攻击以外的攻击技能或萌技之后使用时，威力增加<daeg_pow:2>%。自身攻击、防御和幸运<daeg_pow:3>%增加。技能冷却时间(CT)<daeg_pow:6>减少。	新字典	done
敵前衛に金紋タイプのスキル威力<dsg_pow>の魔法攻撃。対象の攻撃<daeg_pow:1>%減少。	对敌方前卫造成金纹Type技能威力<dsg_pow>的魔法攻击。目标攻击<daeg_pow:1>%减少。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の魔法攻撃。味方後衛の魔力<daeg_pow:1>%増加。	对敌方单体造成金纹Type技能威力<dsg_pow>的魔法攻击。己方后卫魔力<daeg_pow:1>%增加。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の炎撃（魔法）。味方全体の防御と魔力<daeg_pow:1>%増加。	对敌方单体造成金纹Type技能威力<dsg_pow>的炎击（魔法）。己方全体防御和魔力<daeg_pow:1>%增加。	新字典	done
敵前衛に金紋タイプのスキル威力<dsg_pow>の魔法攻撃。対象の魔力<daeg_pow:1>%減少。対象に確率で炎撃弱点、氷撃弱点、雷撃弱点付与。	对敌方前卫造成金纹Type技能威力<dsg_pow>的魔法攻击。目标魔力<daeg_pow:1>%减少。概率赋予目标炎击弱点、冰击弱点、雷击弱点。	新字典	done
敵前衛に金紋タイプのスキル威力<dsg_pow>の魔法攻撃。対象に確率で氷撃弱点付与。対象の攻撃<daeg_pow:2>%減少。「<ig_desc_link>氷結</ig_desc_link>水竜の計+」クールタイム<daeg_pow:3>減少。	对敌方前卫造成金纹Type技能威力<dsg_pow>的魔法攻击。概率赋予目标冰击弱点。目标攻击<daeg_pow:2>%减少。「冰洁水龙之计+」冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象に氷結付与。味方前衛のHP回復。味方全体の魔力<daeg_pow:3>%増加。「大地讃頌の計」のクールタイム<daeg_pow:4>減少。	对敌方单体造成金纹Type技能威力<dsg_pow>的冰击（魔法）。赋予目标冰洁。己方前卫HP回复。己方全体魔力<daeg_pow:3>%增加。「大地赞颂之计」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の魔法攻撃。対象に確率で刻印付与。対象の種族が精霊かエレメントの場合、威力が<daeg_pow:3>%に増加。味方後衛の魔力<daeg_pow:1>%増加。「厄難天雷の計+」のクールタイム<daeg_pow:4>減少。	对敌方单体造成金纹Type技能威力<dsg_pow>的魔法攻击。概率赋予目标刻印。目标种族为精灵或元素体时，威力增加<daeg_pow:3>%。己方后卫魔力<daeg_pow:1>%增加。「厄难天雷之计+」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵前衛に金紋タイプのスキル威力<dsg_pow>の魔法攻撃。対象の魔力<daeg_pow:1>%/幸運<daeg_pow:5>%減少/確率で炎撃弱点、氷撃弱点、雷撃弱点付与。対象の種族がゴーレムかガーディアンの場合、威力が<daeg_pow:6>%に増加。「稲妻祈請の計+」のクールタイム<daeg_pow:7>減少。	对敌方前卫造成金纹Type技能威力<dsg_pow>的魔法攻击。目标魔力<daeg_pow:1>%/幸运<daeg_pow:5>%减少/概率赋予炎击弱点、冰击弱点、雷击弱点。目标种族为魔像或守护者时，威力增加<daeg_pow:6>%。「闪电祈请之计+」的冷却时间(CT)<daeg_pow:7>减少。	新字典	done
敵前衛に金紋タイプのスキル威力<dsg_pow>の氷撃（魔法）。通常攻撃以外のスキル・萌技に続けて使用時、威力が<daeg_pow:1>%に増加。味方全体に加速と叡智付与。「嵐影湖光の計」のクールタイム<daeg_pow:4>減少。	对敌方前卫造成金纹Type技能威力<dsg_pow>的冰击（魔法）。在除通常攻击以外的技能或萌技之后使用时，威力增加<daeg_pow:1>%。赋予己方全体加速和睿智。「岚影湖光之计」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の炎撃（魔法）。敵前衛に確率で炎撃弱点付与。味方全体の攻撃と防御と魔力<daeg_pow:4>%増加。	对敌方单体造成金纹Type技能威力<dsg_pow>的炎击（魔法）。概率赋予敌方前卫炎击弱点。己方全体攻击、防御和魔力<daeg_pow:4>%增加。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象に氷結付与。味方前衛のHP回復。味方全体の魔力<daeg_pow:3>%増加/力溜め付与。「大地讃頌の計」「大地讃頌の計+」のクールタイム<daeg_pow:5>減少。	对敌方单体造成金纹Type技能威力<dsg_pow>的冰击（魔法）。赋予目标冰洁。己方前卫HP回复。己方全体魔力<daeg_pow:3>%增加/赋予蓄力。「大地赞颂之计」「大地赞颂之计+」的冷却时间(CT)<daeg_pow:5>减少。	新字典	done
敵前衛に魔法ダメージ軽減無視の金紋タイプのスキル威力<dsg_pow>の氷撃（魔法）。通常攻撃以外のスキル・萌技に続けて使用時、威力が<daeg_pow:1>%に増加。味方全体に繚乱と加速と叡智付与。「嵐影湖光の計」「嵐影湖光の計+」のクールタイム<daeg_pow:4>減少。	对敌方前卫造成魔法伤害减轻无视的金纹Type技能威力<dsg_pow>的冰击（魔法）。在除通常攻击以外的技能或萌技之后使用时，威力增加<daeg_pow:1>%。赋予己方全体缭乱、加速和睿智。「岚影湖光之计」「岚影湖光之计+」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵前衛に反撃無効の金紋タイプのスキル威力<dsg_pow>の光撃（魔法）。自身の防御と魔力<daeg_pow:1>%増加/瞑想付与。一番防御が高い味方単体と一番魔力が高い味方単体の防御と魔力<daeg_pow:4>%増加/鋼壁付与。「宵待灯花の計」のスキルクールタイム<daeg_pow:10>減少。	对敌方前卫造成反击无效的金纹Type技能威力<dsg_pow>的光击（魔法）。自身防御和魔力<daeg_pow:1>%增加/赋予冥想。防御最高的己方单体和魔力最高的己方单体防御和魔力<daeg_pow:4>%增加/赋予钢壁。「宵待灯花之计」的技能冷却时间(CT)<daeg_pow:10>减少。	新字典	done
敵単体に魔力無視かつ魔法ダメージ軽減無視の金紋タイプのスキル威力<dsg_pow>の魔法攻撃。対象に確率で刻印付与。対象の種族が精霊かキノコかエレメントの場合、威力が<daeg_pow:3>%に増加。味方後衛の魔力と幸運<daeg_pow:1>%増加/状態異常を1つ解除。「厄難天雷の計+」「厄難天雷の計++」のクールタイム<daeg_pow:4>減少。	对敌方单体造成魔力无视且魔法伤害减轻无视的金纹Type技能威力<dsg_pow>的魔法攻击。概率赋予目标刻印。目标种族为精灵、蘑菇或元素体时，威力增加<daeg_pow:3>%。己方后卫魔力和幸运<daeg_pow:1>%增加/解除1个状态异常。「厄难天雷之计+」「厄难天雷之计++」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵前衛に魔法ダメージ軽減無視の金紋タイプのスキル威力<dsg_pow>の光撃（魔法）。対象の必殺技ゲージ1つ減少。自身が活力状態の場合、味方全体のHP回復。味方前衛の攻撃と防御<daeg_pow:3>%増加。自身のスキルのクールタイム<daeg_pow:5>減少。	对敌方前卫造成魔法伤害减轻无视的金纹Type技能威力<dsg_pow>的光击（魔法）。目标必杀技量表减少1格。自身处于活力状态时，己方全体HP回复。己方前卫攻击和防御<daeg_pow:3>%增加。自身技能冷却时间(CT)<daeg_pow:5>减少。	新字典	done
敵前衛に翠苑タイプのスキル威力<dsg_pow>の物理攻撃。対象を後衛に移動。自身の攻撃<daeg_pow:1>%増加。	对敌方前卫造成翠苑Type技能威力<dsg_pow>的物理攻击。将目标移动到后卫。自身攻击<daeg_pow:1>%增加。	新字典	done
敵単体に防御無視の翠苑タイプのスキル威力<dsg_pow>の物理攻撃。対象の必殺技ゲージ1つ減少。	对敌方单体造成防御无视的翠苑Type技能威力<dsg_pow>的物理攻击。目标必杀技量表减少1格。	新字典	done
敵後衛単体に翠苑タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。対象を前衛に移動。	对敌方后卫单体造成翠苑Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。将目标移动到前卫。	新字典	done
敵単体に防御無視の翠苑タイプのスキル威力<dsg_pow>の氷撃（物理）。命中率とクリティカル率に補正。対象を後衛に移動。味方全体に再生付与。	对敌方单体造成防御无视的翠苑Type技能威力<dsg_pow>的冰击（物理）。命中率和暴击率补正。将目标移动到后卫。赋予己方全体再生。	新字典	done
敵前衛に翠苑タイプのスキル威力<dsg_pow>の物理攻撃。対象を後衛に移動。自身の攻撃<daeg_pow:2>%増加。「イス・ティフォーン+」のクールタイム<daeg_pow:3>減少。	对敌方前卫造成翠苑Type技能威力<dsg_pow>的物理攻击。将目标移动到后卫。自身攻击<daeg_pow:2>%增加。「冰之台风+」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵前衛に防御無視の翠苑タイプのスキル威力<dsg_pow>の氷撃（物理）。命中率とクリティカル率に補正。対象の種族が浮遊か海産物の場合、威力が<daeg_pow:1>％に増加。自身に繚乱付与。「ルグナ・ヴォーゴル」のクールタイム<daeg_pow:3>減少。	对敌方前卫造成防御无视的翠苑Type技能威力<dsg_pow>的冰击（物理）。命中率和暴击率补正。目标种族为浮游或海产物时，威力增加<daeg_pow:1>%。赋予自身缭乱。「宁静・波浪」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵後衛単体に翠苑タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。対象の種族が天使か魔導書の場合、威力が<daeg_pow:2>%に増加。自身の攻撃<daeg_pow:3>%増加。対象を前衛に移動。「ボードレクト・クーラ+」のクールタイム<daeg_pow:4>減少。	对敌方后卫单体造成翠苑Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。目标种族为天使或魔导书时，威力增加<daeg_pow:2>%。自身攻击<daeg_pow:3>%增加。将目标移动到前卫。「博德莱克・库拉+」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵単体に防御無視の翠苑タイプのスキル威力<dsg_pow>の物理攻撃。対象の種族がガーディアンか聖獣の場合、威力が<daeg_pow:2>%に増加。自身の攻撃<daeg_pow:3>%増加。対象の必殺技ゲージ1つ減少。「ハーヴ・セメステル+」のクールタイム<daeg_pow:4>減少。	对敌方单体造成防御无视的翠苑Type技能威力<dsg_pow>的物理攻击。目标种族为守护者或圣兽时，威力增加<daeg_pow:2>%。自身攻击<daeg_pow:3>%增加。目标必杀技量表减少1格。「海洋・学期+」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵単体に防御無視の翠苑タイプのスキル威力<dsg_pow>の氷撃（物理）。命中率とクリティカル率に補正。対象の種族がゴーレムか悪魔の場合、威力が<daeg_pow:3>%に増加。対象を後衛に移動。味方全体に再生付与。「ユール・クラップ+」のクールタイム<daeg_pow:4>減少。	对敌方单体造成防御无视的翠苑Type技能威力<dsg_pow>的冰击（物理）。命中率和暴击率补正。目标种族为魔像或恶魔时，威力增加<daeg_pow:3>%。将目标移动到后卫。赋予己方全体再生。「圣诞・拍手+」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
敵前衛に防御無視の翠苑タイプのスキル威力<dsg_pow>の氷撃（物理）。命中率とクリティカル率に補正。対象の種族が浮遊か海産物の場合、威力が<daeg_pow:1>％に増加。自身の攻撃と魔力<daeg_pow:2>%増加/繚乱付与。「ルグナ・ヴォーゴル」「ルグナ・ヴォーゴル+」のクールタイム<daeg_pow:5>減少。	对敌方前卫造成防御无视的翠苑Type技能威力<dsg_pow>的冰击（物理）。命中率和暴击率补正。目标种族为浮游或海产物时，威力增加<daeg_pow:1>%。自身攻击和魔力<daeg_pow:2>%增加/赋予缭乱。「宁静・波浪」「宁静・波浪+」的冷却时间(CT)<daeg_pow:5>减少。	新字典	done
敵単体に防御無視の翠苑タイプのスキル威力<dsg_pow>の氷撃（遠隔物理）。対象の必殺技ゲージ1減少。通常攻撃以外の攻撃スキル・萌技に続けて使用時、威力が<daeg_pow:2>%に増加。自身に萌芽付与。自身と自身以外の味方前衛の攻撃<daeg_pow:4>％増加。「グニストル・コンフェクト」のクールタイム<daeg_pow:6>減少。	对敌方单体造成防御无视的翠苑Type技能威力<dsg_pow>的冰击（远隔物理）。目标必杀技量表减少1格。在除通常攻击以外的攻击技能或萌技之后使用时，威力增加<daeg_pow:2>%。赋予自身萌芽。自身和自身以外的己方前卫攻击<daeg_pow:4>%增加。「火花・糖果」的冷却时间(CT)<daeg_pow:6>减少。	新字典	done
自身以外の味方前衛単体に飛行と幻影と力溜め付与。自身の攻撃<daeg_pow:4>%増加。敵前衛に防御無視の翠苑タイプのスキル威力<dae-dsg_pow:1>の追加攻撃（遠隔物理・クリティカル率に補正）。ダメージ上限200000。対象に確率でスタン付与。「クラム・サムヴェルカン」のクールタイム<daeg_pow:6>減少。	赋予自身以外的己方前卫单体飞行、幻影和蓄力。自身攻击<daeg_pow:4>%增加。对敌方前卫追加防御无视的翠苑Type技能威力<dae-dsg_pow:1>的攻击（远隔物理、暴击率补正）。伤害值上限200000。概率赋予目标眩晕。「拥抱・共作」的冷却时间(CT)<daeg_pow:6>减少。	新字典	done
敵単体に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。自身の攻撃<daeg_pow:1>%増加。自身に深淵付与。	对敌方单体造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。自身攻击<daeg_pow:1>%增加。赋予自身深渊。	新字典	done
敵前衛に蒼史タイプのスキル威力<dsg_pow>の物理攻撃。命中率と即死率に補正。自身に深淵付与。	对敌方前卫造成苍史Type技能威力<dsg_pow>的物理攻击。命中率和即死率补正。赋予自身深渊。	新字典	done
敵単体に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。味方前衛の攻撃<daeg_pow:1>%増加。自身に深淵付与。	对敌方单体造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。己方前卫攻击<daeg_pow:1>%增加。赋予自身深渊。	新字典	done
敵前衛に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。自身に力溜めと深淵付与。自身がスゴ肉状態の場合、味方前衛の攻撃と魔力<daeg_pow:4>%増加。	对敌方前卫造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。赋予自身蓄力和深渊。自身处于超级肌肉状态时，己方前卫攻击和魔力<daeg_pow:4>%增加。	新字典	done
敵単体に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。自身の攻撃<daeg_pow:1>%増加。自身に深淵付与。「レイナ・カニヨン+」のクールタイム<daeg_pow:3>減少。	对敌方单体造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。自身攻击<daeg_pow:1>%增加。赋予自身深渊。「Reina·Cañón+」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵前衛に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率とクリティカル率に補正。自身に深淵と集中付与。スゴ肉召喚中、味方全体の攻撃と幸運<daeg_pow:3>%増加。対象が悪魔の場合、威力が<daeg_pow:5>%に増加。「デモニオ・エクスティンギル」のクールタイム<daeg_pow:6>減少。	对敌方前卫造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率和暴击率补正。赋予自身深渊和集中。超级肌肉召唤中，己方全体攻击和幸运<daeg_pow:3>%增加。目标为恶魔时，威力增加<daeg_pow:5>%。「恶魔・消灭」的冷却时间(CT)<daeg_pow:6>减少。	新字典	done
敵単体に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。自身が深淵状態の場合、威力が<daeg_pow:2>％に増加。味方前衛の攻撃<daeg_pow:1>%増加。自身に深淵付与。「サリーダ・デル・ソル+」のクールタイム<daeg_pow:5>減少。	对敌方单体造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。自身处于深渊状态时，威力增加<daeg_pow:2>%。己方前卫攻击<daeg_pow:1>%增加。赋予自身深渊。「日出+」的冷却时间(CT)<daeg_pow:5>减少。	新字典	done
敵前衛に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。自身に力溜めと深淵付与。自身がスゴ肉状態の場合、味方前衛の攻撃と魔力<daeg_pow:4>%増加。「カーザ・デル・テソーロ+」のクールタイム<daeg_pow:5>減少。	对敌方前卫造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。赋予自身蓄力和深渊。自身处于超级肌肉状态时，己方前卫攻击和魔力<daeg_pow:4>%增加。「宝藏之家+」的冷却时间(CT)<daeg_pow:5>减少。	新字典	done
敵前衛に蒼史タイプのスキル威力<dsg_pow>の物理攻撃。命中率と即死率に補正。対象の種族が人間か鎧の場合、威力が<daeg_pow:2>%に増加。自身に深淵付与。「ロコ・インバシオン+」のクールタイム<daeg_pow:3>減少。	对敌方前卫造成苍史Type技能威力<dsg_pow>的物理攻击。命中率和即死率补正。目标种族为人族或铠时，威力增加<daeg_pow:2>%。赋予自身深渊。「疯狂・入侵+」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵前衛に蒼史タイプのスキル威力<dsg_pow>の物理攻撃。命中率と即死率に補正。対象の種族が人間か鎧の場合、威力が<daeg_pow:2>%に増加。自身の攻撃と幸運<daeg_pow:5>%増加/深淵付与。自身以外のランダムな味方単体の攻撃と幸運<daeg_pow:7>%増加。「ロコ・インバシオン+」「ロコ・インバシオン++」のクールタイム<daeg_pow:3>減少。	对敌方前卫造成苍史Type技能威力<dsg_pow>的物理攻击。命中率和即死率补正。目标种族为人族或铠时，威力增加<daeg_pow:2>%。自身攻击和幸运<daeg_pow:5>%增加/赋予深渊。自身以外的随机己方单体攻击和幸运<daeg_pow:7>%增加。「疯狂・入侵+」「疯狂・入侵++」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵単体に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。クリティカル率に補正。味方前衛の攻撃<daeg_pow:1>%増加。味方後衛の魔力<daeg_pow:2>%増加。自身の敏捷<daeg_pow:3>%増加/深淵付与。「オンダール・エ<ig_desc_link>スタン</ig_desc_link>ダルテ」のクールタイム<daeg_pow:5>減少。	对敌方单体造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。暴击率补正。己方前卫攻击<daeg_pow:1>%增加。己方后卫魔力<daeg_pow:2>%增加。自身敏捷<daeg_pow:3>%增加/赋予深渊。「挥舞・旗帜」的冷却时间(CT)<daeg_pow:5>减少。	新字典	done
敵前衛に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率とクリティカル率に補正。対象の種族が魔鳥か悪魔の場合、威力が<daeg_pow:5>%に増加。自身に深淵と集中付与。スゴ肉召喚中、味方全体の攻撃と幸運<daeg_pow:3>%/反撃率<daeg_pow:7>%増加。「デモニオ・エクスティンギル」「デモニオ・エクスティンギル+」のクールタイム<daeg_pow:6>減少。	对敌方前卫造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率和暴击率补正。目标种族为魔鸟或恶魔时，威力增加<daeg_pow:5>%。赋予自身深渊和集中。超级肌肉召唤中，己方全体攻击和幸运<daeg_pow:3>%/反击率<daeg_pow:7>%增加。「恶魔・消灭」「恶魔・消灭+」的冷却时间(CT)<daeg_pow:6>减少。	新字典	done
敵単体に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。自身が深淵状態の場合、威力が<daeg_pow:2>％に増加。味方前衛の攻撃と敏捷<daeg_pow:1>%増加。自身に繚乱と深淵付与。「サリーダ・デル・ソル+」「サリーダ・デル・ソル++」のクールタイム<daeg_pow:5>減少。	对敌方单体造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。自身处于深渊状态时，威力增加<daeg_pow:2>%。己方前卫攻击和敏捷<daeg_pow:1>%增加。赋予自身缭乱和深渊。「日出+」「日出++」的冷却时间(CT)<daeg_pow:5>减少。	新字典	done
敵全体に防御無視の蒼史タイプのスキル威力<dsg_pow>の遠隔物理攻撃。クリティカル率に補正。自身がスゴ肉状態の場合、威力が<daeg_pow:1>%に増加/自身のHP回復。ランダムな味方前衛単体に集中と瞑想付与。自身の攻撃と防御<daeg_pow:6>%増加。自身のスキルのクールタイム<daeg_pow:7>減少。	对敌方全体造成防御无视的苍史Type技能威力<dsg_pow>的远隔物理攻击。暴击率补正。自身处于超级肌肉状态时，威力增加<daeg_pow:1>%/自身HP回复。赋予随机己方前卫单体集中和冥想。自身攻击和防御<daeg_pow:6>%增加。自身技能冷却时间(CT)<daeg_pow:7>减少。	新字典	done
敵全体に金紋タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象に確率で忘却付与。自身に深淵付与。	对敌方全体造成金纹Type技能威力<dsg_pow>的冰击（魔法）。概率赋予目标忘却。赋予自身深渊。	新字典	done
敵全体に金紋タイプのスキル威力<dsg_pow>の光撃（魔法）。対象に確率で疲労付与。自身に深淵付与。	对敌方全体造成金纹Type技能威力<dsg_pow>的光击（魔法）。概率赋予目标疲劳。赋予自身深渊。	新字典	done
敵全体に金紋タイプのスキル威力<dsg_pow>の闇撃（魔法）。スキル特性・攻撃タイプ弱点での攻撃時、威力が<daeg_pow:1>％に増加。対象に確率で鈍重付与。自身に深淵付与。	对敌方全体造成金纹Type技能威力<dsg_pow>的暗击（魔法）。技能特性·攻击Type弱点攻击时，威力增加<daeg_pow:1>%。概率赋予目标钝重。赋予自身深渊。	新字典	done
敵全体に金紋タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象に確率で忘却付与。自身に深淵付与。「焼き尽くす紅蓮の焔+」のクールタイム<daeg_pow:3>減少。	对敌方全体造成金纹Type技能威力<dsg_pow>的冰击（魔法）。概率赋予目标忘却。赋予自身深渊。「烧尽的红莲之焰+」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵全体に金紋タイプのスキル威力<dsg_pow>の光撃（魔法）。対象に確率で疲労付与。自身に深淵付与。「刻み込む星塵の導+」のクールタイム<daeg_pow:3>減少。	对敌方全体造成金纹Type技能威力<dsg_pow>的光击（魔法）。概率赋予目标疲劳。赋予自身深渊。「刻入的星尘引导+」的冷却时间(CT)<daeg_pow:3>减少。	新字典	done
敵前衛に金紋タイプのスキル威力<dsg_pow>の炎撃（魔法）。通常攻撃以外のスキル・萌技に続けて使用時、威力が<daeg_pow:1>%に増加。対象に確率で刻印付与。自身に深淵付与。「言紡ぐ清祓の咒文」のクールタイム<daeg_pow:4>減少。	对敌方前卫造成金纹Type技能威力<dsg_pow>的炎击（魔法）。在除通常攻击以外的技能或萌技之后使用时，威力增加<daeg_pow:1>%。概率赋予目标刻印。赋予自身深渊。「言纺的清祓咒文」的冷却时间(CT)<daeg_pow:4>减少。	新字典	done
