source	target	note	status
敵単体に黒咆タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。攻撃加味されず敏捷が高いほど威力増加。敵から確率で盗む。	对敌方单体造成黑咆Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。不计算攻击，敏捷越高威力越增加。概率从敌人偷盗。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。対象が持ち物を盗まれている場合、対象に確定で火傷付与。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。命中率补正。目标已被偷盗物品时，必定赋予目标火伤。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。攻撃加味されず敏捷が高いほど威力増加。対象が持ち物を盗まれている場合、威力増加。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。不计算攻击，敏捷越高威力越增加。目标已被偷盗物品时威力增加。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。命中率とクリティカル率に補正。対象が持ち物を盗まれている場合、自身の萌技ゲージ増加。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。命中率和暴击率补正。目标已被偷盗物品时，自身萌技量表增加。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。対象が状態異常の場合、威力が<daeg_pow:1>%に増加。敵から確率で盗む。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。目标处于状态异常时，威力增加<daeg_pow:1>%。概率从敌人偷盗。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。敏捷が高いほど威力増加。敵から確率で盗む。自身の萌技ゲージ増加。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。敏捷越高威力越增加。概率从敌人偷盗。自身萌技量表增加。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。攻撃加味されず敏捷が高いほど威力増加。対象が持ち物を盗まれている場合、自身の敏捷<daeg_pow:2>%増加。自身に加速付与。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。不计算攻击，敏捷越高威力越增加。目标已被偷盗物品时，自身敏捷<daeg_pow:2>%增加。赋予自身加速。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。敵から確率で盗む。対象に確率で魅了付与。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。暴击率补正。概率从敌人偷盗。概率赋予目标魅惑。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。対象が持ち物を盗まれている場合、味方前衛のクリティカル率増加/一番攻撃の高い味方前衛単体に繚乱付与。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。暴击率补正。目标已被偷盗物品时，己方前卫暴击率增加/赋予攻击最高的己方前卫单体缭乱。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。対象の補助効果を1つ解除。	对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。暴击率补正。解除目标的1个辅助效果。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の魔法攻撃。即死率に補正。対象の補助効果を1つ解除。	对敌方单体造成白闪Type技能威力<dsg_pow>的魔法攻击。即死率补正。解除目标的1个辅助效果。	新字典	done
味方前衛の攻撃<daeg_pow:1>%増加。	己方前卫攻击<daeg_pow:1>%增加。	新字典	done
味方後衛の魔力<daeg_pow:1>%増加。	己方后卫魔力<daeg_pow:1>%增加。	新字典	done
味方後衛の防御<daeg_pow:1>%増加。味方後衛に再生付与。	己方后卫防御<daeg_pow:1>%增加。赋予己方后卫再生。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。味方前衛の敏捷<daeg_pow:1>%増加。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。命中率补正。己方前卫敏捷<daeg_pow:1>%增加。	新字典	done
味方前衛にスキル威力<dsg_pow>のHP回復。対象の幸運<daeg_pow:1>%増加。	对己方前卫进行技能威力<dsg_pow>的HP回复。目标幸运<daeg_pow:1>%增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。ランダムな味方単体のHP回復。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。命中率补正。随机己方单体HP回复。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の魔法攻撃。自身を除く魔力の低い味方後衛2人に魔壁付与。	对敌方单体造成白闪Type技能威力<dsg_pow>的魔法攻击。赋予除自身外魔力较低的2名己方后卫魔壁。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の魔法攻撃。対象の種族が霊体の場合、威力が<daeg_pow:1>％に増加。味方前衛に萌芽付与。	对敌方单体造成白闪Type技能威力<dsg_pow>的魔法攻击。目标种族为灵体时，威力增加<daeg_pow:1>%。赋予己方前卫萌芽。	新字典	done
味方単体にスキル威力<dsg_pow>のHP回復。対象の魔力<daeg_pow:1>%増加/バリアー付与。	对己方单体进行技能威力<dsg_pow>的HP回复。目标魔力<daeg_pow:1>%增加/赋予屏障。	新字典	done
味方全体に力溜め付与。自身を除く一番攻撃力が高い味方単体の攻撃<daeg_pow:2>%増加。	赋予己方全体蓄力。除自身外攻击力最高的己方单体攻击<daeg_pow:2>%增加。	新字典	done
味方単体に再生付与。味方全体の最大HP<daeg_pow:2>%増加。	赋予己方单体再生。己方全体最大HP<daeg_pow:2>%增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。自身の魔力が高いほど威力増加。自身の魔力<daeg_pow:1>%増加。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。自身魔力越高威力越增加。自身魔力<daeg_pow:1>%增加。	新字典	done
敵単体に蒼史タイプのスキル威力<dsg_pow>の物理攻撃。魔力が高いほど威力増加。吸血で自身のHP回復。	对敌方单体造成苍史Type技能威力<dsg_pow>的物理攻击。魔力越高威力越增加。通过吸血回复自身HP。	新字典	done
敵単体に蒼史タイプのスキル威力<dsg_pow>の物理攻撃。魔力が高いほど威力増加。対象が魅了状態の場合、威力増加。	对敌方单体造成苍史Type技能威力<dsg_pow>的物理攻击。魔力越高威力越增加。目标处于魅惑状态时威力增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。魔力が高いほど威力増加。対象が出血状態の場合、威力増加。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。魔力越高威力越增加。目标处于出血状态时威力增加。	新字典	done
自身の防御<daeg_pow:2>%増加。コーとモリーを配置。	自身防御<daeg_pow:2>%增加。配置小蝙和小蝠。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。自身の敏捷<daeg_pow:1>%増加。吸血で自身のHP回復。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。自身敏捷<daeg_pow:1>%增加。通过吸血回复自身HP。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。敏捷が高いほど威力増加。味方前衛の攻撃<daeg_pow:1>%増加。自身に繚乱付与。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。敏捷越高威力越增加。己方前卫攻击<daeg_pow:1>%增加。赋予自身缭乱。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の炎撃（魔法）。対象の種族が精霊の場合、威力が<daeg_pow:1>%に増加。	对敌方单体造成红华Type技能威力<dsg_pow>的炎击（魔法）。目标种族为精灵时，威力增加<daeg_pow:1>%。	新字典	done
敵単体に反撃無効の紅華タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。吸血で自身のHP回復。対象が睡眠状態の場合、威力増加。	对敌方单体造成反击无效的红华Type技能威力<dsg_pow>的物理攻击。命中率补正。通过吸血回复自身HP。目标处于睡眠状态时威力增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の炎撃（物理）。対象の攻撃バフ・デバフ解除。	对敌方单体造成红华Type技能威力<dsg_pow>的炎击（物理）。解除目标的攻击Buff和Debuff。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。対象の種族が精霊の場合、威力が<daeg_pow:1>%に増加。吸血で自身のHP回復。	对敌方单体造成红华Type技能威力<dsg_pow>的魔法攻击。目标种族为精灵时，威力增加<daeg_pow:1>%。通过吸血回复自身HP。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。攻撃が高いほど威力増加。自身と自身以外のランダムな味方後衛単体の魔力<daeg_pow:1>%増加。吸血で自身のHP回復。	对敌方单体造成红华Type技能威力<dsg_pow>的魔法攻击。攻击越高威力越增加。自身和自身以外随机己方后卫单体魔力<daeg_pow:1>%增加。通过吸血回复自身HP。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。魔力が高いほど威力増加。自身と自身以外のランダムな味方前衛単体の攻撃と敏捷<daeg_pow:1>%増加。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。魔力越高威力越增加。自身和自身以外随机己方前卫单体攻击和敏捷<daeg_pow:1>%增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。味方前衛の萌技ゲージ増加。吸血で自身のHP回復。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。命中率补正。己方前卫萌技量表增加。通过吸血回复自身HP。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。対象の防御<daeg_pow:1>%減少。自身の回避率<daeg_pow:2>%増加。吸血で自身のHP回復。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。暴击率补正。目标防御<daeg_pow:1>%减少。自身回避率<daeg_pow:2>%增加。通过吸血回复自身HP。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。攻撃が高いほど威力増加。味方前衛の攻撃と敏捷<daeg_pow:2>%増加。	对敌方单体造成红华Type技能威力<dsg_pow>的魔法攻击。攻击越高威力越增加。己方前卫攻击和敏捷<daeg_pow:2>%增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。対象の敏捷<daeg_pow:1>%/反撃率<daeg_pow:2>%減少。吸血で自身のHP回復。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。命中率补正。目标敏捷<daeg_pow:1>%/反击率<daeg_pow:2>%减少。通过吸血回复自身HP。	新字典	done
敵前衛に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。自身の残HPが多いほど威力増加。	对敌方前卫造成黑咆Type技能威力<dsg_pow>的物理攻击。自身剩余HP越多威力越增加。	新字典	done
自身にスキル威力<dsg_pow>のHP回復。反動で自身に睡眠付与。	对自身进行技能威力<dsg_pow>的HP回复。反作用赋予自身睡眠。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。対象に確率で出血付与。自身の攻撃<daeg_pow:2>%増加。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。概率赋予目标出血。自身攻击<daeg_pow:2>%增加。	新字典	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の物理攻撃。対象に確率でスタン付与。自身に飛行付与。	对敌方单体造成黑咆Type技能威力<dsg_pow>的物理攻击。概率赋予目标眩晕。赋予自身飞行。	新字典	done
敵前衛に紅華タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。対象に確率でスタン付与。	对敌方前卫造成红华Type技能威力<dsg_pow>的物理攻击。暴击率补正。概率赋予目标眩晕。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。確率で自身の敏捷<daeg_pow:2>%増加。敵撃破時、確定発動。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。概率自身敏捷<daeg_pow:2>%增加。击破敌人时必定发动。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。対象に確率で火傷付与。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。命中率补正。概率赋予目标火伤。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。対象が火傷状態の場合、威力増加。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。目标处于火伤状态时威力增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。自身の防御<daeg_pow:1>%増加。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。暴击率补正。自身防御<daeg_pow:1>%增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。対象に確率で睡眠付与。	对敌方单体造成红华Type技能威力<dsg_pow>的物理攻击。命中率补正。概率赋予目标睡眠。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の氷撃（物理）。自身のヘイト増加/カウンター付与。	对敌方单体造成红华Type技能威力<dsg_pow>的冰击（物理）。自身仇恨增加/赋予Counter。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の氷撃（物理）。自身の攻撃と魔力<daeg_pow:2>%増加。	对敌方单体造成红华Type技能威力<dsg_pow>的冰击（物理）。自身攻击和魔力<daeg_pow:2>%增加。	新字典	done
敵単体にガード無視の紅華タイプのスキル威力<dsg_pow>の炎撃（物理）。命中率に補正。自身の防御<daeg_pow:2>%増加/ターゲット集中付与。	对敌方单体造成Guard无视的红华Type技能威力<dsg_pow>的炎击（物理）。命中率补正。自身防御<daeg_pow:2>%增加/赋予Target集中。	新字典	done
敵前衛に紅華タイプのスキル威力<dsg_pow>の炎撃（物理）。クリティカル率に補正。魔力が高いほど威力増加。味方全体の攻撃<daeg_pow:1>%増加。	对敌方前卫造成红华Type技能威力<dsg_pow>的炎击（物理）。暴击率补正。魔力越高威力越增加。己方全体攻击<daeg_pow:1>%增加。	新字典	done
敵前衛の攻撃<daeg_pow:1>%減少。	敌方前卫攻击<daeg_pow:1>%减少。	新字典	done
敵前衛の魔力<daeg_pow:1>%減少。	敌方前卫魔力<daeg_pow:1>%减少。	新字典	done
味方前衛の攻撃<daeg_pow:1>%増加。	己方前卫攻击<daeg_pow:1>%增加。	新字典	done
味方前衛の魔力<daeg_pow:1>%増加。	己方前卫魔力<daeg_pow:1>%增加。	新字典	done
敵単体にスキル威力<dsg_pow>の魔法攻撃。対象に確率で魅了付与。	对敌方单体造成技能威力<dsg_pow>的魔法攻击。概率赋予目标魅惑。	新字典	done
自身にスキル威力<dsg_pow>のHP回復。自身の魔力<daeg_pow:1>%増加。	对自身进行技能威力<dsg_pow>的HP回复。自身魔力<daeg_pow:1>%增加。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の氷撃（魔法）。敵味方前衛のバフ・デバフ解除。	对敌方单体造成白闪Type技能威力<dsg_pow>的冰击（魔法）。解除敌我双方前卫的Buff和Debuff。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の光撃（魔法）。味方全体の幸運<daeg_pow:1>%増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的光击（魔法）。己方全体幸运<daeg_pow:1>%增加。	新字典	done
味方単体にスキル威力<dsg_pow>のHP回復。対象のバフ・デバフ解除。	对己方单体进行技能威力<dsg_pow>的HP回复。解除目标的Buff和Debuff。	新字典	done
敵前衛に白閃タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象の防御<daeg_pow:1>%減少。	对敌方前卫造成白闪Type技能威力<dsg_pow>的冰击（魔法）。目标防御<daeg_pow:1>%减少。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象に確率で虚脱付与。	对敌方单体造成红华Type技能威力<dsg_pow>的冰击（魔法）。概率赋予目标虚脱。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象の種族が魔獣の場合、威力が<daeg_pow:1>%に増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的冰击（魔法）。目标种族为魔兽时，威力增加<daeg_pow:1>%。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の光撃（魔法）。対象の攻撃バフ・デバフ解除。	对敌方单体造成红华Type技能威力<dsg_pow>的光击（魔法）。解除目标的攻击Buff和Debuff。	新字典	done
敵前衛に白閃タイプのスキル威力<dsg_pow>の氷撃（魔法）。味方後衛の魔力<daeg_pow:2>%増加。自身の萌技ゲージ増加。	对敌方前卫造成白闪Type技能威力<dsg_pow>的冰击（魔法）。己方后卫魔力<daeg_pow:2>%增加。自身萌技量表增加。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象が睡眠状態の場合、威力が<daeg_pow:1>%に増加。味方前衛の攻撃<daeg_pow:2>%増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的冰击（魔法）。目标处于睡眠状态时，威力增加<daeg_pow:1>%。己方前卫攻击<daeg_pow:2>%增加。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象に確率で呪い付与。自身の魔力<daeg_pow:2>%増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的冰击（魔法）。概率赋予目标诅咒。自身魔力<daeg_pow:2>%增加。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象が状態異常の場合、威力が<daeg_pow:1>%に増加/確率で弱体付与。	对敌方单体造成白闪Type技能威力<dsg_pow>的冰击（魔法）。目标处于状态异常时，威力增加<daeg_pow:1>%/概率赋予弱体。	新字典	done
味方単体にスキル威力<dsg_pow>のHP回復。対象に繚乱付与。	对己方单体进行技能威力<dsg_pow>的HP回复。赋予目标缭乱。	新字典	done
自身のHPを減らして、敵単体に防御無視の金紋タイプのスキル威力<dsg_pow>の物理攻撃。	减少自身HP，对敌方单体造成防御无视的金纹Type技能威力<dsg_pow>的物理攻击。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。味方全体の攻撃<daeg_pow:1>%増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。己方全体攻击<daeg_pow:1>%增加。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。味方全体の魔力<daeg_pow:1>%増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。己方全体魔力<daeg_pow:1>%增加。	新字典	done
自身のHPを減らして、敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。自身の幸運<daeg_pow:1>%増加。	减少自身HP，对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。自身幸运<daeg_pow:1>%增加。	新字典	done
自身の防御<daeg_pow:1>%増加。自身の命中率<daeg_pow:2>%増加。自身に再生付与。	自身防御<daeg_pow:1>%增加。自身命中率<daeg_pow:2>%增加。赋予自身再生。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。防御が高いほど威力増加。自身の防御<daeg_pow:1>%増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。防御越高威力越增加。自身防御<daeg_pow:1>%增加。	新字典	done
自身のHPを減らして、敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。味方全体の敏捷<daeg_pow:1>%増加。	减少自身HP，对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。己方全体敏捷<daeg_pow:1>%增加。	新字典	done
自身のHPを減らして、敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。対象に確率で魅了付与。	减少自身HP，对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。概率赋予目标魅惑。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の氷撃（物理）。対象が状態異常の場合、威力が<daeg_pow:1>%に増加。対象の回避率<daeg_pow:2>%減少。	对敌方单体造成白闪Type技能威力<dsg_pow>的冰击（物理）。目标处于状态异常时，威力增加<daeg_pow:1>%。目标回避率<daeg_pow:2>%减少。	新字典	done
敵前衛に白閃タイプのスキル威力<dsg_pow>の闇撃（物理）。対象に確率で闇撃弱点付与。自身の魔力<daeg_pow:2>%増加。	对敌方前卫造成白闪Type技能威力<dsg_pow>的暗击（物理）。概率赋予目标暗击弱点。自身魔力<daeg_pow:2>%增加。	新字典	done
自身のHPを減らして、敵単体に防御無視の白閃タイプのスキル威力<dsg_pow>の闇撃（物理）。魔力が高いほど威力増加。対象が闇撃弱点状態の場合、威力が<daeg_pow:2>%に増加。	减少自身HP，对敌方单体造成防御无视的白闪Type技能威力<dsg_pow>的暗击（物理）。魔力越高威力越增加。目标处于暗击弱点状态时，威力增加<daeg_pow:2>%。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。自身に力溜め付与/萌技ゲージ増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。命中率补正。赋予自身蓄力/萌技量表增加。	新字典	done
自身のHPを減らして、敵前衛に白閃タイプのスキル威力<dsg_pow>の物理攻撃。対象が昆虫の場合、威力が<daeg_pow:2>%に増加/確率で毒付与。	减少自身HP，对敌方前卫造成白闪Type技能威力<dsg_pow>的物理攻击。目标为昆虫时，威力增加<daeg_pow:2>%/概率赋予毒。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の魔法攻撃。対象に確率で炎撃弱点付与。	对敌方单体造成金纹Type技能威力<dsg_pow>的魔法攻击。概率赋予目标炎击弱点。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。対象に確率で氷撃弱点付与。	对敌方单体造成红华Type技能威力<dsg_pow>的魔法攻击。概率赋予目标冰击弱点。	新字典	done
敵単体に金紋タイプのスキル威力<dsg_pow>の魔法攻撃。対象に確率で雷撃弱点付与。	对敌方单体造成金纹Type技能威力<dsg_pow>的魔法攻击。概率赋予目标雷击弱点。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。対象の補助効果を1つ解除。	对敌方单体造成红华Type技能威力<dsg_pow>的魔法攻击。解除目标的1个辅助效果。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。対象に確率で弱体付与。	对敌方单体造成红华Type技能威力<dsg_pow>的魔法攻击。概率赋予目标弱体。	新字典	done
敵前衛単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。対象を後衛に移動。	对敌方前卫单体造成红华Type技能威力<dsg_pow>的魔法攻击。将目标移动到后卫。	新字典	done
敵前衛に紅華タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象の種族がエレメントの場合、威力が<daeg_pow:2>%に増加。味方全体の魔力<daeg_pow:1>%増加。	对敌方前卫造成红华Type技能威力<dsg_pow>的冰击（魔法）。目标种族为元素体时，威力增加<daeg_pow:2>%。己方全体魔力<daeg_pow:1>%增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の氷撃（魔法）。味方後衛の魔力<daeg_pow:1>%増加。味方全体の状態異常を<daeg_pow:2>つ解除。	对敌方单体造成红华Type技能威力<dsg_pow>的冰击（魔法）。己方后卫魔力<daeg_pow:1>%增加。解除己方全体的<daeg_pow:2>个状态异常。	新字典	done
敵前衛の幸運<daeg_pow:1>%減少。対象に確率で疲労付与。	敌方前卫幸运<daeg_pow:1>%减少。概率赋予目标疲劳。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。対象が状態異常の場合、威力が<daeg_pow:1>%に増加。対象の反撃率<daeg_pow:2>%減少。	对敌方单体造成红华Type技能威力<dsg_pow>的魔法攻击。目标处于状态异常时，威力增加<daeg_pow:1>%。目标反击率<daeg_pow:2>%减少。	新字典	done
敵後衛単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。対象を前衛に移動。	对敌方后卫单体造成红华Type技能威力<dsg_pow>的魔法攻击。将目标移动到前卫。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の魔法攻撃。敵前衛の防御<daeg_pow:1>%減少。	对敌方单体造成红华Type技能威力<dsg_pow>的魔法攻击。敌方前卫防御<daeg_pow:1>%减少。	新字典	done
敵前衛に紅華タイプのスキル威力<dsg_pow>の雷撃（魔法）。味方全体の攻撃<daeg_pow:1>%増加。	对敌方前卫造成红华Type技能威力<dsg_pow>的雷击（魔法）。己方全体攻击<daeg_pow:1>%增加。	新字典	done
敵単体に紅華タイプのスキル威力<dsg_pow>の氷撃（魔法）。対象の種族が浮遊の場合、威力が<daeg_pow:1>%に増加。味方前衛に加速付与。	对敌方单体造成红华Type技能威力<dsg_pow>的冰击（魔法）。目标种族为浮游时，威力增加<daeg_pow:1>%。赋予己方前卫加速。	新字典	done
敵単体に翠苑タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。自身のHP回復。	对敌方单体造成翠苑Type技能威力<dsg_pow>的物理攻击。命中率补正。自身HP回复。	新字典	done
敵単体に翠苑タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。自身に飛行付与。	对敌方单体造成翠苑Type技能威力<dsg_pow>的物理攻击。命中率补正。赋予自身飞行。	新字典	done
敵前衛に白閃タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。自身の状態異常を1つ解除。	对敌方前卫造成白闪Type技能威力<dsg_pow>的物理攻击。暴击率补正。解除自身的1个状态异常。	新字典	done
敵単体に翠苑タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。対象の必殺技ゲージ1つ減少。	对敌方单体造成翠苑Type技能威力<dsg_pow>的物理攻击。命中率补正。目标必杀技量表减少1格。	新字典	done
敵前衛に白閃タイプのスキル威力<dsg_pow>の氷撃（物理）。命中率に補正。対象に確率で氷撃弱点付与。	对敌方前卫造成白闪Type技能威力<dsg_pow>的冰击（物理）。命中率补正。概率赋予目标冰击弱点。	新字典	done
敵単体に翠苑タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。自身の他スキルのクールタイム減少。	对敌方单体造成翠苑Type技能威力<dsg_pow>的物理攻击。命中率补正。减少自身其他技能的冷却时间(CT)。	新字典	done
敵前衛に白閃タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。魔力が高いほど威力増加。対象に確率で火傷付与。	对敌方前卫造成白闪Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。魔力越高威力越增加。概率赋予目标火伤。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。クリティカル率に補正。対象の幸運<daeg_pow:1>%減少。	对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。暴击率补正。目标幸运<daeg_pow:1>%减少。	新字典	done
敵前衛に白閃タイプのスキル威力<dsg_pow>の物理攻撃。命中率に補正。対象の種族が浮遊か魔鳥の場合、威力が<daeg_pow:1>%に増加。	对敌方前卫造成白闪Type技能威力<dsg_pow>的物理攻击。命中率补正。目标种族为浮游或魔鸟时，威力增加<daeg_pow:1>%。	新字典	done
敵単体に白閃タイプのスキル威力<dsg_pow>の物理攻撃。対象の種族が天使の場合、威力が<daeg_pow:1>%に増加。	对敌方单体造成白闪Type技能威力<dsg_pow>的物理攻击。目标种族为天使时，威力增加<daeg_pow:1>%。	新字典	done
敵後衛単体に白閃タイプのスキル威力<dsg_pow>の遠隔物理攻撃。命中率に補正。対象の種族がスライムか昆虫の場合、威力が<daeg_pow:1>％に増加。対象を前衛に移動。	对敌方后卫单体造成白闪Type技能威力<dsg_pow>的远隔物理攻击。命中率补正。目标种族为史莱姆或昆虫时，威力增加<daeg_pow:1>%。将目标移动到前卫。	新字典	done
敵前衛に白閃タイプのスキル威力<dsg_pow>の魔法攻撃。魔力加味されず攻撃が高いほど威力増加。対象の幸運<daeg_pow:1>％減少/確率で刻印付与。	对敌方前卫造成白闪Type技能威力<dsg_pow>的魔法攻击。不计算魔力，攻击越高威力越增加。目标幸运<daeg_pow:1>%减少/概率赋予刻印。	新字典	done
