name	translation	note	status
◆編成制限：芸属性のみ出撃可能<br>◆出現エネミーの特徴◆<br>・エネミーが翠苑タイプの攻撃を使用。翠苑と蒼史タイプの攻撃以外のダメージ軽減。<br>・魔力のステータスが高く、魔法攻撃を受けるとHPを回復するアビリティを持つため、魔法攻撃は不利。<br>・エネミーはバリアー付与、連撃率減少を使用。<br>・ボスエネミーは毎ターン、エネミー全体に魔法攻撃反射を付与。<br>・魔壁/繚乱を付与するスキルを使用。	◆编成限制：仅芸属性可出击<br>◆出现敌人的特征◆<br>・敌人使用翠苑Type的攻击。减轻翠苑与苍史Type攻击以外的伤害值。<br>・魔力属性参数高，且拥有受到魔法攻击时回复HP的能力，因此魔法攻击不利。<br>・敌人使用赋予屏障、连击率减少。<br>・Boss敌人每回合对敌人全体赋予魔法攻击反射。<br>・使用赋予魔壁/缭乱的技能。	修复	done
◆編成制限：理属性のみ出撃可能<br>◆出現エネミーの特徴◆<br>・エネミーが翠苑タイプの攻撃を使用。翠苑タイプの攻撃以外のダメージ軽減。状態異常を付与されている場合は自身のパラメータを下げる、補助効果を解除するなどのデバフ効果を受ける。<br>・ボスがエネミー全体の状態異常を解除するスキルを使用。<br>・メタシクロ祭祀書が呪いを付与するスキルを使用。<br>・ベノスボアンがスタンを付与するスキルを使用。<br>・ブラッドドラゴンがエネミー全体の状態異常を解除する必殺技を使用。<br>・ゴワモコがエネミー後衛にベールを付与する必殺技を使用。<br>・エラローヴがバフ解除の必殺技を使用。	◆编成限制：仅理属性可出击<br>◆出现敌人的特征◆<br>・敌人使用翠苑Type的攻击。减轻翠苑Type攻击以外的伤害值。若被赋予状态异常，则会受到降低自身属性参数、解除辅助效果等Debuff效果。<br>・Boss使用解除敌人全体状态异常的技能。<br>・梅塔西克洛祭祀书使用赋予诅咒的技能。<br>・贝诺斯波安使用赋予眩晕的技能。<br>・血龙使用解除敌人全体状态异常的必杀技。<br>・戈瓦莫科使用对敌人后卫赋予帷幕的必杀技。<br>・埃拉罗夫使用Buff解除的必杀技。	修复	done
◆編成制限：知属性のみ出撃可能<br>◆出現エネミーの特徴◆<br>・エネミーが黒咆タイプの攻撃を使用。黒咆タイプの攻撃以外のダメージ軽減。<br>・前衛のエネミーは耐久力が高く、スライムが前衛にターゲット集中を使用。<br>・ターン開始時、エネミー全体に防御、魔力バフを使用。<br>・ボスエネミーは必殺技でアイリス全体の補助効果を解除、10ターン目以降の必殺技は超強力。	◆编成限制：仅知属性可出击<br>◆出现敌人的特征◆<br>・敌人使用黑咆Type的攻击。减轻黑咆Type攻击以外的伤害值。<br>・前卫的敌人耐久力高，史莱姆对前卫使用Target集中。<br>・回合开始时，对敌人全体使用防御、魔力Buff。<br>・Boss敌人以必杀技解除爱丽丝全体的辅助效果，10回合以后的必杀技超强力。	修复	done
◆編成制限：力属性のみ出撃可能<br>◆出現エネミーの特徴◆<br>・黒咆と翠苑タイプの攻撃以外のダメージ軽減。<br>・防御のステータスが高く、物理攻撃を軽減するアビリティを持つため、物理攻撃は不利。<br>・エネミーは物理攻撃反射付与、防御増加を使用。<br>・ボスエネミーは一定ターン毎に、全体に防御無視の物理攻撃を使用。<br>・単体物理・魔法攻撃をすべて引き受けるスキルを使用。	◆编成限制：仅力属性可出击<br>◆出现敌人的特征◆<br>・减轻黑咆与翠苑Type攻击以外的伤害值。<br>・防御属性参数高，且拥有减轻物理攻击的能力，因此物理攻击不利。<br>・敌人使用赋予物理攻击反射、防御增加。<br>・Boss敌人每隔一定回合，对全体使用无视防御的物理攻击。<br>・使用代为承受所有单体物理・魔法攻击的技能。	修复	done
◆編成制限：知属性のみ出撃可能<br>◆出現エネミーの特徴◆<br>・白閃と金紋タイプの攻撃以外のダメージ軽減。<br>・非常に強力な攻撃を行うため、高い最大HPが必要。<br>・エネミーはウェーブ開始時と一定ターン毎に大ダメージを与える攻撃を使用。<br>・ボスエネミーはウェーブ開始時と一定ターン毎に大ダメージを与える攻撃を使用。<br>・敵全体のバフ・デバフを初期化するスキルを使用。	◆编成限制：仅知属性可出击<br>◆出现敌人的特征◆<br>・减轻白闪与金纹Type攻击以外的伤害值。<br>・由于会进行非常强力的攻击，需要较高的最大HP。<br>・敌人在Wave开始时及每隔一定回合，使用造成大伤害值的攻击。<br>・Boss敌人在Wave开始时及每隔一定回合，使用造成大伤害值的攻击。<br>・使用将敌人全体Buff・Debuff初始化的技能。	修复	done
◆編成制限：心属性のみ出撃可能<br>◆出現エネミーの特徴◆<br>・紅華タイプの攻撃以外のダメージ軽減し、さらに全てのダメージを大幅に軽減。<br>・ターン開始時に強力な攻撃を行うため、態勢を立て直して攻撃に備える事が重要。<br>・エネミーは威力の高い攻撃を行うが、毎ターンHPが減少。<br>・ボスエネミーは威力の高い攻撃とステータスを増加させるスキルを使用するが、毎ターンHPが減少。	◆编成限制：仅心属性可出击<br>◆出现敌人的特征◆<br>・减轻红华Type攻击以外的伤害值，并且大幅减轻所有伤害值。<br>・由于会在回合开始时进行强力攻击，重整态势以准备攻击很重要。<br>・敌人虽进行高威力攻击，但每回合HP会减少。<br>・Boss敌人虽使用高威力攻击及增加状态的技能，但每回合HP会减少。	修复	done
聖装経験値を獲得します。知属性の聖装に対して効果がアップします。	获得圣装经验值。对知属性圣装效果提升。	修复	done
知属性のおまかせ編成を実行しよう	执行知属性的推荐编成。	修复	done
「出撃編成」にておまかせ編成で「知属性のみ」を選択し、編成を保存する	在「出击编成」中使用自动编成选择「仅知属性」并保存编成	修复	done
タイトル	标题	修复	done
親愛度ストーリー開放	开放好感度故事	修复	done
回想	回想	修复	done
学園リザルト(通常)	学园结果(通常)	修复	done
学園リザルト(大成功以上)	学园结果(大成功以上)	修复	done
お気に入り選択	选择喜欢	修复	done
プレゼント画面遷移	礼物画面跳转	修复	done
プレゼント実行(好み)	执行礼物(喜好)	修复	done
プレゼント実行(普通)	执行礼物(普通)	修复	done
着替え	换装	修复	done
聖装切り替え_画面遷移時	圣装切换_画面跳转时	修复	done
聖装切り替え_決定時	圣装切换_决定时	修复	done
聖装LvUp	圣装LvUp	修复	done
Lv上限開放	Lv上限开放	修复	done
スキル・アビリティ・萌技強化1	技能・能力・萌技强化1	修复	done
スキル・アビリティ・萌技強化2	技能・能力・萌技强化2	修复	done
ポテンシャル開放	潜力开放	修复	done
能力開花	能力开花	修复	done
ポテンシャル強化	潜力强化	修复	done
出撃遷移時	出击跳转时	修复	done
出撃時	出击时	修复	done
編成シーン遷移時	编成场景跳转时	修复	done
編成基本画面アイリス選択時	编成基本画面选择爱丽丝时	修复	done
編成聖装選択画面アイリス(聖装)決定時	编成圣装选择画面决定爱丽丝(圣装)时	修复	done
編成基本画面編成決定時	编成基本画面决定编成时	修复	done
いいですねぇ	真不错呢	修复	done
ホーム会話1	Home对话1	修复	done
ホーム会話2	Home对话2	修复	done
ホーム会話（新年）	Home对话（新年）	修复	done
ホーム会話（春）	Home对话（春）	修复	done
ホーム会話（梅雨）	Home对话（梅雨）	修复	done
ホーム会話（夏）	Home对话（夏）	修复	done
ホーム会話（秋）	Home对话（秋）	修复	done
出発ボタン押下時	按下出发按钮时	修复	done
ホーム会話（ハロウィン）	Home对话（万圣节）	修复	done
ホーム会話（冬）	Home对话（冬）	修复	done
ホーム会話（クリスマス）	Home对话（圣诞节）	修复	done
プレゼント実行(誕生日)	执行礼物(诞生日)	修复	done
カラカル・スナッチ	狞猫・夺取	修复	done
チャウシー・クロウ	乔西・乌鸦	修复	done
丕顕の斬光一振+	丕显的斩光一挥+	修复	done
キンウ玉兎	金乌玉兔	修复	done
セイフウ明月	清风明月	修复	done
帆を上げ進め！クルちゃん号♪+	扬帆前进！库尔酱号♪+	修复	done
ロサ・セリカナ・プテラカンサ	玫瑰・塞利卡纳・普特拉坎萨	修复	done
トゥリパ・オルファニデア	郁金香・奥尔法尼迪亚	修复	done
味方単体にスキル威力<dsg_pow>のHP回復。対象に百花繚乱付与/補助効果1ターン延長。味方フィールドに世界／融和付与/敵フィールドに侵食／記憶付与。深淵モードの場合、ランダムな敵単体にダメージ上限20万の魔力無視かつ魔法ダメージ軽減無視のスキル威力<dae-dsg_pow:1>の魔法攻撃。封印状態に戻る。回復上限200000。	对己方单体回复技能威力<dsg_pow>的HP。赋予对象百花缭乱/延长辅助效果1回合。赋予己方场地世界／融和/赋予敌方场地侵蚀／记忆。深渊模式时，对随机敌方单体造成伤害上限20万的魔力无视且魔法伤害减轻无视的技能威力<dae-dsg_pow:1>的魔法攻击。返回封印状态。回复上限200000。	修复	done
ブリスク・ビジネス	轻快・事务	修复	done
自身の敏捷<daeg_pow:1>%増加。3ターン毎のターン開始時、先制攻撃を行う。※先制攻撃：味方全体が通常攻撃にて1回攻撃後、通常ターンに移行。	自身敏捷增加<daeg_pow:1>%。每3回合开始时，进行先制攻击。※先制攻击：己方全体进行1次通常攻击后，转移至通常回合。	修复	done
エクストラ・クルー	额外・船员	修复	done
自身の攻撃<daeg_pow:1>%/クリティカル率増加。ウェーブ開始時、自身に加速付与。	自身攻击增加<daeg_pow:1>%/暴击率增加。Wave开始时，赋予自身加速。	修复	done
ヴァラ・ダブルアタック+	瓦拉・双重攻击+	修复	done
自身のクリティカル率<daeg_pow:2>%増加。ウェーブ開始時と5ターン毎のターン開始時、敵前衛に白閃タイプのスキル威力<dsg_pow>の物理攻撃。攻撃スキル発動時、自身の攻撃と敏捷<daeg_pow:6>%増加。通常攻撃時、確率で追加発動/自身のスキルのクールタイム<daeg_pow:7>減少。	自身暴击率增加<daeg_pow:2>%。Wave开始时及每5回合开始时，对敌方前卫造成白闪Type的技能威力<dsg_pow>的物理攻击。发动攻击技能时，自身攻击与敏捷增加<daeg_pow:6>%。通常攻击时，概率追加发动/自身技能的冷却时间减少<daeg_pow:7>。	修复	done
プレサイス・エクスペディター	精确・远征者	修复	done
自身の敏捷<daeg_pow:1>%/連撃率<daeg_pow:2>%/クリティカル率増加。ウェーブ開始時と5ターン毎のターン開始時、自身と自身以外の一番敏捷が高い味方前衛単体に集中と専心付与。	自身敏捷增加<daeg_pow:1>%/连击率增加<daeg_pow:2>%/暴击率增加。Wave开始时及每5回合开始时，对自身及自身以外敏捷最高的己方前卫单体赋予集中与专心。	修复	done
レディセンス・ベネファクター	睿智・恩惠者	修复	done
自身の攻撃と幸運<daeg_pow:1>%増加。ウェーブ開始時、MP<daeg_pow:3>回復。冥王スキル発動時、自身の攻撃<daeg_pow:4>%増加/幻影付与。	自身攻击与幸运增加<daeg_pow:1>%。Wave开始时，回复MP<daeg_pow:3>。冥王技能发动时，自身攻击增加<daeg_pow:4>%/赋予幻影。	修复	done
メロディアス・ホーリーシンボル+	旋律・圣徽+	修复	done
自身の攻撃と魔力<daeg_pow:2>%増加。ウェーブ開始時、味方全体に萌芽付与。萌技発動時、味方全体に確率で力溜め付与。自身の回復魔法の回復量が増加。	自身攻击与魔力增加<daeg_pow:2>%。Wave开始时，赋予己方全体萌芽。发动萌技时，概率赋予己方全体蓄力。自身回复魔法的回复量增加。	修复	done
プランピー・グラットン	丰满・贪食者	修复	done
ウェーブ開始時、自身に状態異常耐性と即死耐性を付与。3ターン毎のターン開始時、自身の攻撃増加/状態異常を1つ解除。4ターン毎のターン開始時に、ランダムな敵前衛単体に防御無視の遠隔物理攻撃を2回繰り返す。敵全体に追加攻撃（遠隔物理・命中率に補正）。 闇撃の被ダメージ時に自身の攻撃と防御と魔力減少/弱体付与。攻撃と防御と魔力と敏捷と幸運にデバフ下限（50%）。	Wave开始时，赋予自身状态异常耐性与即死耐性。每3回合开始时，自身攻击增加/解除1个状态异常。每4回合开始时，对随机敌方前卫单体进行2次无视防御的远隔物理攻击。对敌方全体进行追加攻击（远隔物理・命中率补正）。受到暗击伤害时，自身攻击、防御、魔力减少/赋予弱体。对攻击、防御、魔力、敏捷、幸运设置Debuff下限（50%）。	修复	done
イネスティマブル・ビニグニティ	无法估量・善意	修复	done
自身の魔力と幸運<daeg_pow:2>%増加。行動開始時、味方フィールドに馥郁たる果実を1つ付与/<ig_desc_link>深淵</ig_desc_link>ゲージ増加。自身の単体回復魔法に対象のデバフ解除効果を追加。単体攻撃スキル実行時、対象の補助効果を<daeg_pow:6>つ解除。	自身魔力与幸运增加<daeg_pow:2>%。行动开始时，赋予己方场地1个馥郁果实/<ig_desc_link>深渊</ig_desc_link>量表增加。自身的单体回复魔法追加解除对象Debuff的效果。执行单体攻击技能时，解除对象的<daeg_pow:6>个辅助效果。	修复	done
セクルージョン・デリヴァランス	隔离・救赎	修复	done
自身の最大HP<daeg_pow:1>%/ダメージ上限と回復上限<daeg_pow:3>増加。ターン開始時、味方フィールドに世界／融和が付与されている場合、味方全員にベールと加護と慈心付与/敵フィールドに侵食／記憶が付与されている場合、<ig_desc_link>深淵</ig_desc_link>ゲージ増加。	自身最大HP增加<daeg_pow:1>%/伤害值上限与回复上限增加<daeg_pow:3>。回合开始时，若己方场地被赋予世界／融和，则赋予己方全体帷幕、加护与慈心/若敌方场地被赋予侵蚀／记忆，则<ig_desc_link>深渊</ig_desc_link>量表增加。	修复	done
ベコン・コドコド	贝康・咚咚	修复	done
敵単体に黒咆タイプのスキル威力<dsg_pow>の闇撃（物理）。対象の種族がスライムの場合、威力が<daeg_pow:1>%に増加。対象に確率で黒咆タイプのスキル威力<dae-dsg_pow:1>の追加攻撃（物理・闇撃）。自身の連撃率<daeg_pow:3>%増加（上限20%）。	对敌方单体造成黑咆Type的技能威力<dsg_pow>的暗击（物理）。对象种族为史莱姆时，威力增加至<daeg_pow:1>%。概率对对象追加黑咆Type的技能威力<dae-dsg_pow:1>的攻击（物理・暗击）。自身连击率增加<daeg_pow:3>%（上限20%）。	修复	done
冥王流忍法「カグヤ」	冥王流忍法「辉夜」	修复	done
敵単体に防御無視の翠苑タイプのスキル威力<dsg_pow>の闇撃（物理）。命中率とクリティカル率に補正。自身が集中状態の場合、威力が<daeg_pow:1>%に増加。自身と自身以外の一番敏捷が高い味方前衛単体の攻撃と敏捷デバフを解除/攻撃と敏捷<daeg_pow:4>%増加。「キンウ玉兎」のクールタイム<daeg_pow:10>減少。	对敌方单体造成无视防御的翠苑Type的技能威力<dsg_pow>的暗击（物理）。命中率与暴击率补正。自身处于集中状态时，威力增加至<daeg_pow:1>%。解除自身及自身以外敏捷最高的己方前卫单体的攻击与敏捷Debuff/攻击与敏捷增加<daeg_pow:4>%。「金乌玉兔」的冷却时间减少<daeg_pow:10>。	修复	done
いつも心はそばに	心永远在身边	修复	done
味方単体にスキル威力<dsg_pow>のHP回復。味方全体に超・力溜めと花守札付与。<ig_desc_link>深淵</ig_desc_link>ゲージ増加。味方フィールドに世界／融和が付与されている場合、味方全体に守護神と深淵の騎士付与。「ロサ・セリカナ・プテラカンサ」が即時使用可能。深淵モードの場合、味方単体にスキル威力<dae-dsg_pow:1>のHP回復。味方全体の攻撃と魔力20%増加。回復上限150000。	对己方单体回复技能威力<dsg_pow>的HP。赋予己方全体超・蓄力与花守札。<ig_desc_link>深渊</ig_desc_link>量表增加。若己方场地被赋予世界／融和，则赋予己方全体守护神与深渊的骑士。「玫瑰・塞利卡纳・普特拉坎萨」变为即时可用。深渊模式时，对己方单体回复技能威力<dae-dsg_pow:1>的HP。己方全体攻击与魔力增加20%。回复上限150000。	修复	done
ビッグ団子スライムの必殺追加攻撃	巨大团子史莱姆的必杀追加攻击	修复	done
敵前衛に光撃（魔法）。確率で対象の補助効果1つ解除。	对敌方前卫造成光击（魔法）。概率解除对象的1个辅助效果。	修复	done
味方単体回復	己方单体回复	修复	done
味方単体にスキル威力<dsg_pow>のHP回復。味方全体の攻撃と魔力<daeg_pow:2>%増加。	对己方单体回复技能威力<dsg_pow>的HP。己方全体攻击与魔力增加<daeg_pow:2>%。	修复	done
山崩し	山崩	修复	done
敵後衛単体に物理ダメージ軽減無視の近接物理攻撃。命中率に必中補正。対象を前衛に移動。自身が集中状態の場合、威力が200%に増加。対象に確定で弱体付与。ダメージ上限20万。	对敌方后卫单体造成无视物理伤害减轻的近接物理攻击。命中率必中补正。将对象移动至前卫。自身处于集中状态时，威力增加至200%。确定赋予对象弱体。伤害值上限20万。	修复	done
地鳴らし	地鸣	修复	done
敵前衛に防御無視かつ物理ダメージ軽減無視の近接物理攻撃。命中率に必中補正。自身が集中状態の場合、威力が200%に増加。対象の防御と魔力と敏捷30%減少。ダメージ上限20万。	对敌方前卫造成无视防御且无视物理伤害减轻的近接物理攻击。命中率必中补正。自身处于集中状态时，威力增加至200%。对象的防御、魔力、敏捷减少30%。伤害值上限20万。	修复	done
雲払い	云拂	修复	done
自身のデバフと状態異常を全て解除。自身の攻撃と防御と魔力100%増加。自身が集中状態の場合、HP30%回復。	解除自身的全部Debuff与状态异常。自身攻击、防御、魔力增加100%。自身处于集中状态时，回复HP30%。	修复	done
震天動地	震天动地	修复	done
敵全体に防御無視かつガード無視かつ物理ダメージ軽減無視の近接物理攻撃。命中率に必中補正。クリティカル率に補正。自身が集中状態の場合、威力が200%に増加。対象の攻撃と防御と魔力と敏捷と幸運30%減少。ダメージ上限15万。	对敌方全体造成无视防御、无视Guard、无视物理伤害减轻的近接物理攻击。命中率必中补正。暴击率补正。自身处于集中状态时，威力增加至200%。对象的攻击、防御、魔力、敏捷、幸运减少30%。伤害值上限15万。	修复	done
ロコモーション	移动	修复	done
敵前衛に防御無視かつ物理ダメージ軽減無視の遠隔物理攻撃。命中率に必中補正。自身が進撃のベール状態の場合、威力が200%に増加。対象に確定で弱体付与。自身の防御と魔力30%増加/繚乱付与。ダメージ上限20万。	对敌方前卫造成无视防御且无视物理伤害减轻的远隔物理攻击。命中率必中补正。自身处于进击的帷幕状态时，威力增加至200%。确定赋予对象弱体。自身防御与魔力增加30%/赋予缭乱。伤害值上限20万。	修复	done
インフィルトレイション	渗透	修复	done
敵前衛単体に防御無視かつ物理ダメージ軽減無視の近接物理攻撃。命中率に必中補正。自身が進撃のベール状態の場合、威力が200%に増加。対象の敏捷30%減少/確定で鈍重付与。ダメージ上限20万。対象にスキル威力2000の追加攻撃（遠隔物理・必中補正・進撃のベール状態時威力増加）を2回行う。	对敌方前卫单体造成无视防御且无视物理伤害减轻的近接物理攻击。命中率必中补正。自身处于进击的帷幕状态时，威力增加至200%。对象敏捷减少30%/确定赋予钝重。伤害值上限20万。对对象进行2次技能威力2000的追加攻击（远隔物理・必中补正・进击的帷幕状态时威力增加）。	修复	done
ディスパーサル	散布	修复	done
敵前衛に遠隔物理攻撃。命中率に必中補正。自身に集中付与/デバフと状態異常を全て解除。自身が進撃のベール状態の場合、威力が200%に増加。	对敌方前卫进行远隔物理攻击。命中率必中补正。赋予自身集中/解除全部Debuff与状态异常。自身处于进击的帷幕状态时，威力增加至200%。	修复	done
ダイジェスション	消化	修复	done
敵全体に防御無視かつガード無視かつ物理ダメージ軽減無視の近接物理攻撃。命中率に必中補正。クリティカル率に補正。自身が進撃のベール状態の場合、威力が200%に増加。対象に確率で忘却付与。自身の攻撃増加/鋼壁付与。ダメージ上限15万。	对敌方全体造成无视防御、无视Guard、无视物理伤害减轻的近接物理攻击。命中率必中补正。暴击率补正。自身处于进击的帷幕状态时，威力增加至200%。概率赋予对象忘却。自身攻击增加/赋予钢壁。伤害值上限15万。	修复	done
エンガルフィング・コロージョン	吞没・腐蚀	修复	done
敵後衛単体に物理ダメージ軽減無視の近接物理攻撃。命中率に必中補正。対象を前衛に移動。対象に確定で弱体付与。ダメージ上限20万。	对敌方后卫单体造成无视物理伤害减轻的近接物理攻击。命中率必中补正。将对象移动至前卫。确定赋予对象弱体。伤害值上限20万。	修复	done
ディグラダティヴ・コロージョン	退化・腐蚀	修复	done
敵前衛単体に防御無視かつ物理ダメージ軽減無視の近接物理攻撃。命中率に必中補正。対象の敏捷と幸運20%減少。ダメージ上限20万。	对敌方前卫单体造成无视防御且无视物理伤害减轻的近接物理攻击。命中率必中补正。对象的敏捷与幸运减少20%。伤害值上限20万。	修复	done
クリーピング・ドミニオン	蔓延・支配	修复	done
敵前衛に防御無視かつガード無視かつ物理ダメージ軽減無視の近接物理攻撃。命中率に必中補正。クリティカル率に補正。対象の攻撃と防御と魔力20%減少/確率で鈍重付与。ダメージ上限15万。	对敌方前卫造成无视防御、无视Guard、无视物理伤害减轻的近接物理攻击。命中率必中补正。暴击率补正。对象的攻击、防御、魔力减少20%/概率赋予钝重。伤害值上限15万。	修复	done
ルナ団子ビーム	月之团子光束	修复	done
敵全体に光撃（遠隔物理）。命中率に補正。対象の魔力と防御バフ解除。自身の攻撃増加/百花繚乱と真魔壁付与。敵前衛に追加攻撃（魔法・光撃）。確率で対象の補助効果を1つ解除。	对敌方全体造成光击（远隔物理）。命中率补正。解除对象的魔力与防御Buff。自身攻击增加/赋予百花缭乱与真魔壁。对敌方前卫进行追加攻击（魔法・光击）。概率解除对象的1个辅助效果。	修复	done
つぼみダンゴ	花苞团子	修复	done
敵単体に光撃（遠隔物理）。命中率に補正。自身の攻撃と魔力増加。	对敌方单体造成光击（远隔物理）。命中率补正。自身攻击与魔力增加。	修复	done
新緑ダンゴ	新绿团子	修复	done
敵前列に光撃（魔法）。対象の防御と魔力減少。	对敌方前列造成光击（魔法）。对象的防御与魔力减少。	修复	done
満開ダンゴ	满开团子	修复	done
敵単体に防御無視の光撃（遠隔物理）を2回繰り返す。　確率で対象に弱体付与。	对敌方单体进行2次无视防御的光击（远隔物理）。概率赋予对象弱体。	修复	done
猛打・オモチツキ	猛打・捣年糕	修复	done
ランダムな敵前衛単体に防御無視の光撃（遠隔物理）を3回繰り返す。対象に確率で幸運減少/火傷付与。	对随机敌方前卫单体进行3次无视防御的光击（远隔物理）。概率赋予对象幸运减少/火伤。	修复	done
圧砕・ネバリダシ	压碎・粘性出	修复	done
敵全体に光撃（魔法）。対象の攻撃と敏捷減少/補助効果を1つ解除。	对敌方全体造成光击（魔法）。对象的攻击与敏捷减少/解除1个辅助效果。	修复	done
成型・マルメモチ	成型・圆年糕	修复	done
敵全体に光撃弱点付与。ランダムな敵単体に光撃（遠隔物理・クリティカル率に補正）を4回繰り返す。	赋予敌方全体光击弱点。对随机敌方单体进行4次光击（远隔物理・暴击率补正）。	修复	done
コンティネント・ステッパー	大陆・踏步者	修复	done
ウェーブ開始時と3ターンごとのターン開始時、自身に炎撃弱点と集中/敵全体に確定で疲労付与。スキル特性が炎の攻撃で被ダメージ時、自身の防御と魔力減少/集中を解除。ターン開始時、自身が集中状態の場合、自身の攻撃とクリティカル率増加。	Wave开始时及每3回合开始时，赋予自身炎击弱点与集中/确定赋予敌方全体疲劳。受到技能特性为炎的攻击时，解除自身的防御与魔力减少/集中。回合开始时，若自身处于集中状态，则自身攻击与暴击率增加。	修复	done
フィロ・ポディアム	菲罗・讲台	修复	done
バトル開始時と3ターンごとのターン開始時、自身に炎撃弱点と再生と進撃のベール付与/敵全体に確率で呪い付与。スキル特性が炎の攻撃で被ダメージ時、自身の防御と魔力減少/弱体付与/再生と進撃のベールを解除。ターン開始時、自身が進撃のベール状態の場合、攻撃と防御と魔力増加。	战斗开始时及每3回合开始时，赋予自身炎击弱点、再生与进击的帷幕/概率赋予敌方全体诅咒。受到技能特性为炎的攻击时，解除自身的防御与魔力减少/赋予弱体/解除再生与进击的帷幕。回合开始时，若自身处于进击的帷幕状态，则攻击、防御、魔力增加。	修复	done
ランダムな敵単体にに近接物理攻撃。命中率に補正。自身が集中状態時、威力が200%増加。対象に確定で猛毒付与。	对随机敌方单体进行近接物理攻击。命中率补正。自身处于集中状态时，威力增加200%。确定赋予对象猛毒。	修复	done
通常攻撃：遠隔物理（命中率に必中補正）	通常攻击：远隔物理（命中率必中补正）	修复	done
敵単体に遠隔物理攻撃。命中率に必中補正。クリティカル率に補正。対象に確定で猛毒と呪い付与。	对敌方单体进行远隔物理攻击。命中率必中补正。暴击率补正。确定赋予对象猛毒与诅咒。	修复	done
敵前衛単体に遠隔物理攻撃。命中率に必中補正。進撃のベール状態時、威力増加。	对敌方前卫单体进行远隔物理攻击。命中率必中补正。进击的帷幕状态时威力增加。	修复	done
ランダムな敵単体にに近接物理攻撃。命中率に補正。対象に確定で猛毒付与。	对随机敌方单体进行近接物理攻击。命中率补正。确定赋予对象猛毒。	修复	done
トミクニ千客万来	富国千客万来	修复	done
「トミクニに、月が綺麗に見える丘がある。野良猫のみんなが案内してくれるから、一緒に行こ？」	「富国有一处能看见美丽月亮的山丘。野猫们会带路，一起去吧？」	修复	done
月夜に潜む冥界の懐刀	潜藏月夜的冥界心腹	修复	done
「今夜は月見でございますね。わたくしは、月ではなくご主人様のお顔だけを眺めて過ごすつもりですが」	「今晚是赏月呢。我打算不看月亮，只眺望主人的脸庞度过」	修复	done
満ちる万感の芽吹き	盈满万感的萌芽	修复	done
「《深淵》の力で、わたしが皆さんを守ります。誰も孤独になんてさせません！」	「用《深渊》的力量，我会保护大家。不会让任何人孤独！」	修复	done
和風メイドラウラ_萌技追加攻撃	和风女仆劳菈_萌技追加攻击	修复	done
対象に黒咆タイプのスキル威力<dsg_pow>の闇撃（物理）。	对对象造成黑咆Type的技能威力<dsg_pow>的暗击（物理）。	修复	done
通常攻撃：物理・敵前衛	通常攻击：物理・敌方前卫	修复	done
ビッグ団子スライムの通常攻撃	巨大团子史莱姆的通常攻击	修复	done
敵単体に光撃（遠隔物理）。	对敌方单体造成光击（远隔物理）。	修复	done
ビッグ団子スライムのスキル3用追加攻撃	巨大团子史莱姆的技能3用追加攻击	修复	done
敵単体に防御無視の光撃（遠隔物理）。	对敌方单体造成无视防御的光击（远隔物理）。	修复	done
ビッグ団子スライムのートスキル1用追加攻撃	巨大团子史莱姆的技能1用追加攻击	修复	done
ランダムな敵前衛単体に防御無視の光撃（遠隔物理）。	对随机敌方前卫单体造成无视防御的光击（远隔物理）。	修复	done
ビッグ団子スライムのヒートスキル3用追加攻撃	巨大团子史莱姆的Heat技能3用追加攻击	修复	done
ランダムな敵単体に光撃（遠隔物理・クリティカル率に補正）。	对随机敌方单体造成光击（远隔物理・暴击率补正）。	修复	done
プランピー・グラットン追加遠隔物理攻撃	丰满・贪食者追加远隔物理攻击	修复	done
プランピー・グラットン追加全体攻撃	丰满・贪食者追加全体攻击	修复	done
敵全体に光撃（遠隔物理・命中率に補正）。	对敌方全体造成光击（远隔物理・命中率补正）。	修复	done
魔法攻撃（金紋）	魔法攻击（金纹）	修复	done
敵単体に魔力無視かつ魔法ダメージ軽減無視の金紋タイプのスキル威力<dsg_pow>の魔法攻撃。	对敌方单体造成魔力无视且魔法伤害减轻无视的金纹Type的技能威力<dsg_pow>的魔法攻击。	修复	done
さらなる高みへ	向着更高的境界	修复	done
分身の術	分身之术	修复	done
わたしの最高！	我的最棒！	修复	done
満ちる万感の芽吹き-1	盈满万感的萌芽-1	修复	done
満ちる万感の芽吹き-2	盈满万感的萌芽-2	修复	done
プリンセスオムライスが15個必要。「満ちる万感の芽吹き-1」を閲覧する。	需要15个公主蛋包饭。阅览「盈满万感的萌芽-1」。	修复	done
ユーの親愛度が11000になる。深憶聖装【満ちる万感の芽吹き】を獲得する。	优的好感度达到11000。获得深忆圣装【盈满万感的萌芽】。	修复	done
ユーの親愛度が12000になる。深憶聖装【満ちる万感の芽吹き】を獲得する。	优的好感度达到12000。获得深忆圣装【盈满万感的萌芽】。	修复	done
月夜に潜む冥界の懐刀-1	潜藏月夜的冥界心腹-1	修复	done
月夜に潜む冥界の懐刀-2	潜藏月夜的冥界心腹-2	修复	done
情熱マーボー豆腐が44個必要。「月夜に潜む冥界の懐刀-1」を閲覧する。	需要44个热情麻婆豆腐。阅览「潜藏月夜的冥界心腹-1」。	修复	done
月夜に潜む冥界の懐刀-3	潜藏月夜的冥界心腹-3	修复	done
